거래금액,거래유형,건축년도,년,동,등기일자,매도자,매수자,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"18,400",중개거래,2008,2024,,,개인,개인,진동면 진동리,한일유앤아이,4,9,84.9915,경남 창원시마산합포구,592,48125,14,,
"18,000",중개거래,2014,2024,,,개인,개인,진동면 진동리,마산진동협성엠파이어,4,10,71.6764,경남 창원시마산합포구,424,48125,13,,
"16,250",중개거래,2000,2024,,,개인,개인,구암동,구암대동2,4,2,59.925,경남 창원시마산회원구,28-1,48127,7,,
"8,300",직거래,1980,2024,나,24.04.05,개인,개인,구암동,은하,4,3,48.96,,14,48127,3,,
"6,000",중개거래,1983,2024,,,개인,개인,구암동,석보,4,12,43.06,경남 창원시마산회원구,13-7,48127,5,,
"11,300",중개거래,2000,2024,,,개인,개인,봉암동,봉암서광,4,2,59.34,경남 창원시마산회원구,277,48127,11,,
"10,000",직거래,2000,2024,,,개인,개인,봉암동,봉암서광,4,15,59.34,,277,48127,7,,
"52,400",중개거래,2019,2024,,,개인,개인,석전동,창원메트로시티석전,4,9,84.9952,경남 창원시마산회원구,300,48127,21,,
"41,400",중개거래,2019,2024,,,개인,개인,석전동,창원메트로시티석전,4,15,72.1787,경남 창원시마산회원구,300,48127,17,,
"29,700",중개거래,2004,2024,,,개인,개인,양덕동,마산양덕4차한일타운,4,1,83.683,경남 창원시마산회원구,79-9,48127,9,,
"38,000",중개거래,2004,2024,407,24.04.02,개인,개인,양덕동,마산양덕4차한일타운,4,2,117.5604,경남 창원시마산회원구,79-9,48127,8,,
"59,000",중개거래,2009,2024,,,개인,개인,양덕동,메트로시티,4,3,124.4478,경남 창원시마산회원구,84-1,48127,11,,
"35,700",중개거래,1994,2024,,,개인,개인,양덕동,한일타운,4,5,131.44,경남 창원시마산회원구,74-1,48127,16,,
"10,000",중개거래,1992,2024,,,개인,개인,양덕동,경남아파트2동3동,4,5,59.48,경남 창원시마산회원구,5-2,48127,6,,
"28,900",중개거래,1996,2024,,,개인,개인,양덕동,한일타운2,4,6,84.958,경남 창원시마산회원구,64-1,48127,21,,
"19,000",중개거래,2016,2024,,,개인,개인,양덕동,송촌e'누리채아파트,4,6,65.7395,경남 창원시마산회원구,151-35,48127,10,,
"28,800",중개거래,2017,2024,,,개인,개인,양덕동,마산양덕동동아위드필하임,4,7,67.3711,경남 창원시마산회원구,77-8,48127,20,24.04.09,O
"28,800",중개거래,2017,2024,,,개인,개인,양덕동,마산양덕동동아위드필하임,4,7,67.3711,경남 창원시마산회원구,77-8,48127,20,,
"54,600",중개거래,2009,2024,,,개인,개인,양덕동,메트로시티,4,8,101.263,경남 창원시마산회원구,84-1,48127,13,,
"19,400",중개거래,2002,2024,,,개인,개인,양덕동,삼성버킹궁,4,11,83.8162,경남 창원시마산회원구,148-3,48127,11,,
"43,800",중개거래,2018,2024,,,개인,개인,합성동,롯데캐슬더퍼스트,4,5,84.9948,경남 창원시마산회원구,358,48127,9,,
"47,000",중개거래,2018,2024,,,개인,개인,합성동,롯데캐슬더퍼스트,4,11,84.9874,경남 창원시마산회원구,358,48127,20,,
"54,000",중개거래,2020,2024,,,개인,개인,회원동,e-편한세상창원파크센트럴,4,6,103.2221,경남 창원시마산회원구,313,48127,20,,
"8,500",중개거래,1992,2024,103,24.04.04,개인,개인,내서읍 호계리,국제한마음,4,1,61.3,경남 함안군,790-23,48127,8,,
"7,510",중개거래,1992,2024,가,24.04.09,개인,개인,내서읍 호계리,중리2차서광,4,1,59.4,경남 창원시마산회원구,348,48127,11,,
"19,300",중개거래,2001,2024,,,개인,개인,내서읍 호계리,코오롱하늘채1차아파트,4,1,84.967,경남 창원시마산회원구,10,48127,2,,
"19,300",중개거래,2001,2024,,,개인,개인,내서읍 호계리,코오롱하늘채1차아파트,4,1,84.967,경남 창원시마산회원구,10,48127,2,24.04.03,O
"5,900",직거래,1991,2024,102,24.04.03,개인,개인,내서읍 호계리,화인태양,4,3,58.59,,53-1,48127,8,,
"16,600",직거래,2001,2024,,,법인,개인,내서읍 호계리,코오롱하늘채1차아파트,4,4,59.946,,10,48127,17,,
"16,600",중개거래,2001,2024,,,법인,개인,내서읍 호계리,코오롱하늘채1차아파트,4,4,59.946,서울 중랑구,10,48127,17,,
"23,200",중개거래,2005,2024,,,개인,개인,내서읍 호계리,코오롱하늘채2차,4,5,74.188,경남 창원시마산회원구,80,48127,8,,
"20,500",중개거래,2001,2024,,,개인,개인,내서읍 호계리,코오롱하늘채1차아파트,4,5,84.959,경남 창원시마산회원구,10,48127,14,,
"8,000",직거래,1991,2024,,,개인,개인,내서읍 호계리,화인태양,4,5,58.59,,53-1,48127,12,,
"13,000",중개거래,1992,2024,,,개인,개인,내서읍 호계리,중리2차서광,4,6,84.19,경남 창원시마산회원구,348,48127,14,,
"22,500",중개거래,2005,2024,,,개인,개인,내서읍 호계리,코오롱하늘채2차,4,6,74.188,경남 창원시마산회원구,80,48127,5,,
"24,200",중개거래,2001,2024,,,개인,개인,내서읍 호계리,코오롱하늘채1차아파트,4,9,104.636,경남 창원시마산회원구,10,48127,9,,
"18,100",중개거래,2001,2024,,,개인,개인,내서읍 호계리,코오롱하늘채1차아파트,4,10,71.886,경남 창원시마산회원구,10,48127,8,,
"7,100",중개거래,1992,2024,,,개인,개인,내서읍 중리,시영장미,4,8,47.61,경남 창원시마산회원구,1056,48127,6,,
"5,400",중개거래,1997,2024,102,24.04.09,개인,개인,내서읍 상곡리,삼계서진,4,3,39.9,경남 창원시마산회원구,67,48127,1,,
"5,300",중개거래,1997,2024,,,개인,개인,내서읍 상곡리,삼계서진,4,12,39.9,경남 창원시마산회원구,67,48127,1,,
"6,000",중개거래,1997,2024,,,개인,개인,내서읍 상곡리,삼계서진,4,12,39.9,경남 창원시마산회원구,67,48127,11,,
"17,800",중개거래,1999,2024,,,개인,개인,내서읍 삼계리,대동다:숲,4,3,84.97,경남 창원시마산회원구,37,48127,14,,
"11,600",직거래,2000,2024,,,법인,개인,내서읍 삼계리,한우리,4,4,59.865,,38,48127,6,,
"11,600",중개거래,2000,2024,,,법인,개인,내서읍 삼계리,한우리,4,4,59.865,서울 중랑구,38,48127,6,,
"22,000",직거래,2016,2024,,,법인,개인,내서읍 삼계리,라임하우스2차,4,4,82.106,,324,48127,2,,
"14,000",중개거래,2003,2024,,,개인,개인,내서읍 삼계리,대동이미지2단지,4,5,59.9841,경남 창원시마산회원구,260,48127,11,,
"21,800",중개거래,1998,2024,,,개인,개인,내서읍 삼계리,대동,4,6,84.96,경남 창원시마산회원구,34,48127,3,,
"25,000",중개거래,1998,2024,,,개인,개인,내서읍 삼계리,현대,4,6,77.24,경남 창원시마산회원구,21,48127,13,,
"19,000",중개거래,1999,2024,,,개인,개인,내서읍 삼계리,대동다:숲,4,8,84.97,경남 창원시마산회원구,37,48127,15,,
"10,200",중개거래,2000,2024,,,개인,개인,내서읍 삼계리,한우리,4,9,59.865,경남 창원시마산회원구,38,48127,5,,
"18,500",중개거래,2018,2024,,,개인,개인,태평동,태평로얄스톤아파트,4,8,83.6653,경남 창원시진해구,22-1,48129,6,,
"23,300",중개거래,2007,2024,,,개인,개인,부흥동,데시앙,4,5,84.9554,경남 창원시진해구,1-1,48129,3,,
"20,000",중개거래,2005,2024,,,개인,개인,경화동,삼정그린코아1단지,4,4,84.89,경남 창원시의창구,1428-1,48129,7,,
"8,500",중개거래,1991,2024,,,개인,개인,석동,석동주공,4,1,32.76,경남 창원시진해구,90-1,48129,2,,
"31,000",중개거래,2006,2024,,,개인,개인,석동,진해석동푸르지오,4,2,84.979,경남 창원시진해구,551-1,48129,3,,
"32,000",직거래,2008,2024,,,개인,개인,석동,우림필유,4,4,84.99,,675,48129,2,,
"9,000",직거래,1991,2024,103,24.04.05,개인,개인,석동,석동주공,4,5,32.76,,90-1,48129,4,,
"34,350",중개거래,2006,2024,,,개인,개인,석동,진해자이,4,6,84.9407,경남 창원시진해구,232,48129,14,,
"11,900",중개거래,1991,2024,,,개인,개인,석동,석동주공,4,12,46.98,경남 창원시성산구,90-1,48129,2,,
"31,000",중개거래,2008,2024,,,개인,개인,이동,진해이동디에스아이존빌,4,3,84.8366,경남 창원시진해구,445-2,48129,4,,
"28,000",중개거래,2008,2024,,,개인,개인,이동,진해이동디에스아이존빌,4,6,84.8366,경남 창원시진해구,445-2,48129,1,,
"28,000",중개거래,2008,2024,,,개인,개인,이동,진해이동디에스아이존빌,4,6,84.8366,경남 창원시진해구,445-2,48129,1,24.04.08,O
"14,000",중개거래,1991,2024,,,개인,개인,이동,남흥,4,15,77.21,경남 창원시진해구,418-1,48129,4,,
"29,800",중개거래,2015,2024,,,개인,개인,자은동,자은프라임,4,1,84.89,경남 창원시진해구,121,48129,9,,
"30,000",중개거래,2015,2024,,,개인,개인,자은동,자은프라임,4,2,84.91,경남 창원시진해구,121,48129,17,,
"10,800",중개거래,1993,2024,,,개인,개인,자은동,삼성아파트1단지,4,2,49.14,경남 창원시진해구,849,48129,2,,
"23,500",중개거래,2015,2024,,,개인,개인,자은동,자은프라임,4,3,59.9,경남 창원시진해구,121,48129,9,,
"24,000",중개거래,2015,2024,,,개인,개인,자은동,자은프라임,4,3,59.9,경남 창원시진해구,121,48129,7,,
"25,800",직거래,2008,2024,,,개인,개인,자은동,월드메르디앙,4,4,84.971,,284-1,48129,12,,
"37,500",중개거래,2017,2024,,,개인,개인,자은동,창원자은에일린의뜰,4,5,84.84,경남 창원시진해구,114,48129,8,,
"10,900",중개거래,1995,2024,,,개인,개인,자은동,성원,4,9,39.75,경남 창원시진해구,911,48129,3,,
"22,000",중개거래,2005,2024,,,개인,개인,자은동,자은동더샵,4,10,84.4192,경남 창원시진해구,525-3,48129,2,,
"18,000",중개거래,1993,2024,108,24.04.01,개인,개인,풍호동,우성,4,1,84.77,경남 창원시진해구,83-3,48129,2,,
"40,800",중개거래,2015,2024,,,개인,개인,풍호동,창원마린푸르지오1단지,4,13,84.9626,경남 창원시진해구,305-8,48129,14,,
"35,300",중개거래,2016,2024,,,개인,개인,장천동,창원한신휴플러스오션파크,4,5,84.4439,경남 창원시진해구,260,48129,19,,
"35,300",중개거래,2016,2024,,,개인,개인,장천동,창원한신휴플러스오션파크,4,5,84.4439,경남 창원시진해구,260,48129,19,24.04.08,O
"28,200",중개거래,2008,2024,,,개인,개인,장천동,벽산이솔렌스힐,4,9,84.9483,경남 창원시진해구,132,48129,14,,
"29,900",중개거래,2016,2024,,,개인,개인,장천동,창원한신휴플러스오션파크,4,11,69.9261,경남 창원시진해구,260,48129,10,,
"29,500",중개거래,2007,2024,,,개인,개인,장천동,진해장천대동다:숲,4,13,84.8893,경남 창원시진해구,119-12,48129,11,,
"26,000",직거래,2017,2024,,,개인,개인,남문동,시티프라디움2차,4,3,84.9908,,1256-1,48129,11,,
"29,000",중개거래,2018,2024,,,개인,개인,남문동,남문호반베르디움,4,3,84.9908,경남 창원시진해구,1293-1,48129,10,,
"14,500",중개거래,2017,2024,,,개인,개인,남문동,시티프라디움1차아파트,4,7,59.978,경남 창원시진해구,1274-1,48129,2,,
"21,000",중개거래,2019,2024,,,개인,개인,남문동,진해남문하우스디,4,12,84.929,경남 창원시진해구,1256-2,48129,11,,
"21,000",중개거래,2017,2024,,,개인,개인,남문동,시티프라디움2차,4,14,74.2787,경남 창원시진해구,1256-1,48129,14,,
"25,800",중개거래,2019,2024,,,개인,개인,남문동,진해남문하우스디,4,15,84.9402,경남 창원시진해구,1256-2,48129,17,,
"19,400",중개거래,2021,2024,,,개인,개인,남양동,창원진해비전시티우방아이유쉘아파트,4,7,76.5916,경남 창원시진해구,20-2,48129,6,,
"17,800",중개거래,2008,2024,,,개인,개인,마천동,진해신항만경남아너스빌,4,9,84.8201,경남 창원시진해구,246,48129,8,,
"18,000",중개거래,2008,2024,,,개인,개인,마천동,진해신항만경남아너스빌,4,9,84.8201,경남 창원시진해구,246,48129,11,,
"8,500",중개거래,2004,2024,,,개인,개인,두동,청안프리존빌,4,5,84.34,경남 창원시진해구,1296-16,48129,10,,
"11,300",중개거래,1999,2024,,,개인,개인,청안동,풍림,4,1,59.96,경남 창원시진해구,472,48129,8,,
"11,000",중개거래,2002,2024,,,개인,개인,청안동,부영2차,4,3,59.8404,경남 창원시진해구,474,48129,3,,
"12,040",중개거래,2003,2024,,,개인,개인,청안동,부영3차,4,4,59.8404,경남 창원시진해구,473,48129,5,,
"12,000",중개거래,2000,2024,,,개인,개인,청안동,풍림,4,5,59.96,경남 창원시진해구,472,48129,7,,
"9,400",중개거래,2000,2024,,,개인,개인,청안동,풍림,4,5,59.96,경남 창원시진해구,472,48129,3,,
"12,950",중개거래,2002,2024,,,법인,개인,청안동,부영2차,4,5,59.8404,경남 창원시진해구,474,48129,9,,
"11,300",중개거래,2003,2024,,,개인,개인,청안동,부영3차,4,5,59.8404,경남 창원시진해구,473,48129,9,,
"9,900",중개거래,1999,2024,,,개인,개인,청안동,풍림,4,6,59.96,경남 창원시진해구,472,48129,8,,
"11,700",중개거래,2002,2024,,,개인,개인,청안동,해인로즈빌,4,9,59.9618,경남 창원시진해구,471,48129,9,,
"14,800",중개거래,2003,2024,,,개인,개인,청안동,부영3차,4,10,59.8404,경남 창원시진해구,473,48129,11,,
"11,850",중개거래,1999,2024,,,법인,개인,청안동,풍림,4,13,59.96,경남 창원시진해구,472,48129,11,,
"30,600",중개거래,2016,2024,,,개인,개인,안골동,창원마린2차푸르지오,4,10,84.9925,경남 창원시진해구,375,48129,9,,
"22,000",중개거래,2005,2024,,,개인,개인,용원동,코아루,4,3,84.7156,경남 창원시진해구,1209,48129,9,,
"11,800",직거래,2003,2024,,,개인,개인,용원동,재상베네스타운,4,5,84.42,,1135-6,48129,4,,
"20,800",중개거래,2005,2024,,,개인,개인,용원동,코아루,4,13,84.7156,경남 창원시진해구,1209,48129,3,,
"25,750",중개거래,1999,2024,107,24.04.11,개인,개인,주약동,금호석류,4,4,84.87,경남 진주시,407-1,48170,8,,
"26,800",중개거래,1999,2024,,,개인,개인,주약동,금호석류,4,6,84.87,경남 진주시,407-1,48170,14,,
"27,000",중개거래,2006,2024,,,개인,개인,주약동,현대성우트리팰리스,4,9,134.53,경남 진주시,156-1,48170,11,,
"21,500",중개거래,2001,2024,,,개인,개인,주약동,현대,4,9,59.92,경남 진주시,360,48170,12,,
"25,500",중개거래,1999,2024,,,개인,개인,주약동,금호석류,4,12,84.87,경남 진주시,407-1,48170,9,,
"37,500",중개거래,2021,2024,,,개인,개인,강남동,진주강남동일동미라주,4,2,84.9806,경남 진주시,387,48170,23,,
"13,500",중개거래,1995,2024,,,개인,개인,강남동,한주한보,4,11,59.73,경남 진주시,170,48170,14,,
"13,700",중개거래,2004,2024,,,개인,개인,칠암동,칠암대덕,4,4,59.97,경남 진주시,507-1,48170,2,,
"17,200",중개거래,1992,2024,,,개인,개인,상봉동,한주타운,4,1,84.63,경남 진주시,1096,48170,5,,
"16,600",중개거래,1991,2024,,,개인,개인,상대동,현대,4,1,84.99,경남 진주시,472,48170,2,,
"17,700",중개거래,2002,2024,,,개인,개인,상대동,상대한보타운,4,15,75.06,경남 진주시,304-4,48170,7,,
"14,800",중개거래,1996,2024,,,개인,개인,하대동,쌍용,4,1,84.96,경남 진주시,641-33,48170,5,,
"7,000",중개거래,1980,2024,10,24.04.05,개인,개인,하대동,상대주공,4,1,40.99,경남 진주시,72,48170,5,,
"14,900",중개거래,1993,2024,,,개인,개인,하대동,한보(하대3차),4,2,84.97,경남 진주시,75-17,48170,7,,
"18,500",중개거래,1996,2024,,,개인,개인,하대동,현대,4,2,84.93,경남 진주시,101,48170,2,,
"8,400",중개거래,1990,2024,,,개인,개인,하대동,흥한,4,4,84.99,경남 진주시,412,48170,3,,
"8,300",직거래,1990,2024,,,개인,개인,하대동,삼호맨션,4,8,56.26,,325,48170,2,,
"7,000",중개거래,1980,2024,,,개인,개인,하대동,상대주공,4,10,41.52,경남 진주시,72,48170,5,,
"20,000",중개거래,2008,2024,,,개인,개인,상평동,동일스위트,4,1,71.7507,경남 진주시,1068-1,48170,19,,
"33,350",중개거래,2013,2024,,,개인,개인,상평동,진주센트럴자이,4,9,84.956,경남 진주시,1069,48170,9,,
"35,800",중개거래,2014,2024,207,24.04.11,개인,개인,초전동,초전해모로루비채2단지,4,1,84.9908,서울 강동구,1667,48170,8,,
"43,500",중개거래,2018,2024,,,개인,개인,초전동,이지더원,4,2,84.9614,경남 진주시,1673,48170,13,,
"54,500",중개거래,2018,2024,,,개인,개인,초전동,이지더원,4,2,113.588,경남 진주시,1673,48170,15,,
"36,950",중개거래,2014,2024,,,개인,개인,초전동,초전해모로루비채4단지,4,2,84.9908,경남 진주시,1670,48170,18,,
"40,400",중개거래,2014,2024,,,개인,개인,초전동,진주초장엠코타운더이스턴파크,4,4,101.828,경남 진주시,1669,48170,21,,
"35,600",중개거래,2014,2024,,,개인,개인,초전동,초전해모로루비채4단지,4,5,84.9908,경남 진주시,1670,48170,21,,
"39,900",중개거래,2019,2024,,,개인,개인,초전동,힐스테이트초전,4,6,84.9196,경남 진주시,1665,48170,2,,
"10,050",중개거래,1994,2024,,,개인,개인,초전동,일동,4,8,59.86,경남 진주시,1426,48170,17,,
"17,250",중개거래,1997,2024,,,개인,개인,초전동,현대,4,10,59.96,경남 진주시,805,48170,9,,
"36,250",중개거래,2014,2024,,,개인,개인,초전동,초전해모로루비채4단지,4,16,84.9908,경남 진주시,1670,48170,6,,
"12,350",중개거래,1996,2024,,,개인,개인,신안동,신안주공2,4,3,49.97,경남 진주시,707-1,48170,15,,
"17,100",중개거래,1997,2024,,,개인,개인,신안동,신안주공3,4,4,59.8,경남 진주시,705-1,48170,5,,
"16,200",중개거래,1997,2024,,,법인,개인,신안동,신안주공3,4,4,59.8,경남 진주시,705-1,48170,7,,
"16,000",중개거래,1994,2024,,,개인,개인,신안동,평거현대2,4,5,59.92,경남 진주시,454-2,48170,5,,
"10,500",중개거래,1996,2024,,,개인,개인,신안동,신안주공2,4,7,39.99,경남 진주시,707-1,48170,1,,
"13,500",중개거래,1993,2024,,,개인,개인,신안동,평거현대1,4,12,59.4,경남 진주시,454-3,48170,11,,
"15,500",중개거래,1995,2024,,,법인,개인,신안동,흥한타운2,4,12,59.935,경남 진주시,454-4,48170,10,,
"35,000",중개거래,2015,2024,,,개인,개인,평거동,더퀸즈웰가,4,1,75.6705,경남 진주시,1130,48170,5,,
"11,000",중개거래,1990,2024,,,개인,개인,평거동,동신,4,1,84.37,경남 진주시,717-2,48170,3,,
"9,200",중개거래,1993,2024,,,개인,개인,평거동,한보타운,4,1,59.94,경남 진주시,737,48170,4,,
"8,300",중개거래,1993,2024,103,24.04.05,개인,개인,평거동,벽산블루밍(구)동신,4,2,52.53,경남 진주시,401,48170,9,,
"14,300",중개거래,1993,2024,,,개인,개인,평거동,한보타운,4,3,84.6,경남 진주시,737,48170,12,,
"35,000",중개거래,2011,2024,,,개인,개인,평거동,평거휴먼시아4단지,4,3,84.98,경남 진주시,797,48170,5,,
"31,700",중개거래,2015,2024,,,개인,개인,평거동,더퀸즈웰가,4,3,58.4018,경남 진주시,1130,48170,8,,
"45,300",중개거래,2014,2024,,,개인,개인,평거동,엠코타운더프라하,4,3,84.933,경남 진주시,1132,48170,10,,
"9,200",중개거래,1993,2024,,,개인,개인,평거동,한보타운,4,5,59.94,경남 진주시,737,48170,4,24.04.12,O
"46,000",중개거래,2011,2024,,,개인,개인,평거동,평거휴먼시아3단지,4,6,84.95,경남 진주시,897,48170,13,,
"18,400",중개거래,1998,2024,,,개인,개인,평거동,들말대경,4,6,59.595,경남 진주시,190,48170,13,24.04.16,O
"17,800",중개거래,1998,2024,,,개인,개인,평거동,들말대경,4,6,59.595,경남 진주시,190,48170,12,,
"29,000",중개거래,2018,2024,,,개인,개인,평거동,메이힐스,4,6,84.7604,경남 진주시,15-1,48170,5,,
"39,000",중개거래,2015,2024,,,개인,개인,평거동,더퀸즈웰가,4,6,75.6705,경남 진주시,1130,48170,1,,
"18,800",중개거래,1998,2024,,,개인,개인,평거동,들말대경,4,7,59.595,경남 진주시,190,48170,10,,
"37,000",중개거래,2011,2024,,,개인,개인,평거동,평거휴먼시아3단지,4,8,84.98,경남 진주시,897,48170,4,,
"17,600",중개거래,2004,2024,,,개인,개인,평거동,평거대화리네르빌,4,10,68.88,경남 진주시,297-1,48170,9,,
"43,500",중개거래,2016,2024,,,개인,개인,평거동,진주평거엘크루,4,15,72.6786,경남 진주시,919,48170,15,,
"11,400",직거래,1993,2024,,,개인,개인,평거동,벽산블루밍(구)동신,4,16,72.86,,401,48170,9,,
"32,200",중개거래,2008,2024,,,개인,개인,이현동,이현하이클래스웰가,4,2,84.07,경남 진주시,1180,48170,17,,
"12,000",중개거래,1984,2024,,,개인,개인,이현동,이현주공,4,15,49.22,경남 진주시,8-1,48170,3,,
"12,900",중개거래,1994,2024,,,개인,개인,유곡동,한보,4,6,59.8837,경남 진주시,72-1,48170,3,,
"39,900",중개거래,2012,2024,,,개인,개인,가좌동,가호에일린의뜰,4,1,84.9982,경남 진주시,1936,48170,5,,
"46,500",중개거래,2019,2024,,,개인,개인,가좌동,스카이시티프라디움,4,3,84.9818,경남 진주시,1958,48170,10,,
"21,800",중개거래,2007,2024,,,개인,개인,가좌동,대화리네르빌,4,3,82.3136,경남 진주시,721-1,48170,7,,
"46,800",중개거래,2019,2024,,,개인,개인,가좌동,스카이시티프라디움,4,6,84.991,경남 진주시,1958,48170,29,,
"46,000",중개거래,2019,2024,,,개인,개인,가좌동,스카이시티프라디움,4,6,84.991,경남 진주시,1958,48170,15,,
"45,000",중개거래,2020,2024,,,개인,개인,가좌동,시티프라디움,4,6,84.9909,경남 진주시,2058,48170,11,,
"46,800",중개거래,2020,2024,,,개인,개인,가좌동,시티프라디움,4,8,84.9909,경남 진주시,2058,48170,28,,
"50,600",중개거래,2018,2024,,,개인,개인,가좌동,센트렐웰가,4,9,84.9914,경남 진주시,442,48170,17,,
"48,700",중개거래,2018,2024,,,개인,개인,가좌동,센트렐웰가,4,13,84.9914,경남 진주시,442,48170,29,,
"46,000",중개거래,2018,2024,,,개인,개인,가좌동,센트렐웰가,4,13,84.9222,경남 진주시,442,48170,3,,
"20,000",중개거래,2005,2024,,,개인,개인,가좌동,주공그린빌,4,15,59.27,경남 진주시,573-1,48170,13,,
"26,000",중개거래,2003,2024,,,개인,개인,호탄동,대동디지털황토,4,6,84.6814,경남 진주시,579-1,48170,15,,
"50,000",중개거래,2019,2024,,,개인,개인,충무공동,진주혁신도시중흥에스-클래스더프라임,4,1,84.9858,경남 진주시,90,48170,3,,
"40,200",중개거래,2013,2024,,,개인,개인,충무공동,진주혁신도시센텀리버파크,4,2,84.95,경남 진주시,191,48170,10,,
"53,700",중개거래,2019,2024,,,개인,개인,충무공동,진주혁신도시중흥에스-클래스더프라임,4,2,84.9858,경남 진주시,90,48170,24,,
"28,900",중개거래,2017,2024,,,개인,개인,충무공동,혁신도시엘에이치아파트9단지,4,3,59.97,경남 진주시,302,48170,1,,
"52,000",중개거래,2019,2024,,,개인,개인,충무공동,진주혁신도시중흥에스-클래스더프라임,4,3,84.9912,경남 진주시,90,48170,6,,
"38,000",중개거래,2014,2024,,,개인,개인,충무공동,진주혁신코오롱하늘채,4,4,84.95,경남 진주시,230,48170,7,,
"28,300",중개거래,2015,2024,,,개인,개인,충무공동,혁신도시엘에이치아파트8단지,4,4,59.97,경남 진주시,300,48170,4,,
"35,400",중개거래,2014,2024,,,개인,개인,충무공동,진주혁신코오롱하늘채,4,6,75.99,경남 진주시,230,48170,8,,
"54,800",중개거래,2020,2024,,,개인,개인,충무공동,진주혁신도시중흥에스-클래스센트럴시티3단지,4,7,84.9815,경남 진주시,298,48170,19,,
"59,000",중개거래,2020,2024,,,개인,개인,충무공동,진주혁신도시중흥에스-클래스센트럴시티2단지,4,7,99.8723,경남 진주시,293,48170,19,,
"41,950",중개거래,2013,2024,,,개인,개인,충무공동,진주혁신도시센텀리버파크,4,15,84.95,경남 진주시,191,48170,18,,
"6,000",중개거래,1994,2024,,,개인,개인,문산읍 삼곡리,고려,4,5,59.4,경남 진주시,1350-4,48170,8,,
"22,000",중개거래,2010,2024,,,개인,개인,문산읍 삼곡리,진주문산파란채,4,8,84.8829,경남 진주시,1224,48170,9,,
"31,000",직거래,2017,2024,104동,24.04.04,개인,개인,정촌면 예하리,진주우방아이유쉘,4,4,84.9578,,1296,48170,5,,
"32,000",중개거래,2019,2024,,,개인,개인,정촌면 예하리,진주정촌대경파미르,4,5,84.9426,경남 진주시,1286,48170,10,,
"32,400",중개거래,2017,2024,,,개인,개인,정촌면 예하리,진주우방아이유쉘,4,6,84.9578,경남 진주시,1296,48170,12,,
"31,900",중개거래,2019,2024,,,개인,개인,정촌면 예하리,진주정촌대경파미르,4,13,84.9625,경남 진주시,1286,48170,5,,
"31,000",중개거래,2019,2024,,,개인,개인,정촌면 예하리,진주정촌대경파미르,4,13,84.9625,경남 진주시,1286,48170,16,,
"9,000",직거래,2016,2024,101동,24.04.02,개인,개인,일반성면 개암리,일반성에이원,4,2,59.9461,,477-12,48170,2,,
"22,200",중개거래,2009,2024,,,개인,개인,금산면 중천리,진흥더루벤스,4,1,84.9861,경남 진주시,330,48170,15,,
"23,500",중개거래,2009,2024,,,개인,개인,금산면 중천리,진흥더루벤스,4,4,122.956,경남 진주시,330,48170,11,,
"21,300",중개거래,2009,2024,,,개인,개인,금산면 중천리,진흥더루벤스,4,10,84.9865,경남 진주시,330,48170,5,,
"11,900",중개거래,2002,2024,,,개인,개인,금산면 장사리,금산흥한골든빌,4,1,58.12,경남 진주시,1000,48170,10,,
"8,400",중개거래,2002,2024,,,개인,개인,금산면 장사리,금산흥한골든빌,4,3,48.31,경남 진주시,1000,48170,4,,
"12,200",중개거래,2002,2024,,,개인,개인,금산면 장사리,금산흥한골든빌,4,3,58.12,경남 진주시,1000,48170,11,,
"29,200",중개거래,2008,2024,,,개인,개인,금산면 장사리,금산e편한세상,4,3,121.9893,경남 진주시,768,48170,20,,
"11,900",중개거래,2002,2024,,,개인,개인,금산면 장사리,금산흥한골든빌,4,4,58.12,경남 진주시,1000,48170,13,,
"8,400",중개거래,1993,2024,,,개인,개인,금산면 장사리,경남주택금산7차,4,5,84.97,경남 진주시,823-8,48170,9,,
"22,000",중개거래,2009,2024,,,개인,개인,금산면 장사리,두산위브,4,5,84.995,경남 진주시,705,48170,12,,
"23,000",중개거래,2009,2024,,,개인,개인,금산면 장사리,두산위브,4,7,84.991,경남 진주시,705,48170,17,,
"5,600",중개거래,2002,2024,103,24.04.11,개인,개인,금산면 장사리,금산흥한골든빌,4,11,37.84,경남 진주시,1000,48170,1,,
"7,500",직거래,2002,2024,,,개인,개인,금산면 장사리,금산흥한골든빌,4,12,48.31,,1000,48170,2,,
"15,500",중개거래,2002,2024,,,개인,개인,금산면 장사리,금산흥한골든빌,4,15,84.88,경남 진주시,1000,48170,3,,
"7,900",직거래,2000,2024,,,개인,개인,집현면 봉강리,현대금빛마을,4,13,59.28,,249,48170,4,,
"11,500",중개거래,2000,2024,,,개인,개인,집현면 봉강리,현대금빛마을,4,15,84.876,경남 진주시,249,48170,8,,
"12,000",직거래,1998,2024,에이,24.04.05,개인,기타,도천동,만유빌라트,4,1,77.4,,437,48220,3,,
"12,500",직거래,1998,2024,에이,24.04.05,개인,기타,도천동,만유빌라트,4,1,84.94,,437,48220,5,,
"8,400",중개거래,1993,2024,,,개인,개인,정량동,대우(정우협동)빌라,4,1,59.64,경남 통영시,267-1,48220,13,,
"13,500",중개거래,1995,2024,,,개인,개인,북신동,진우마리나타운,4,3,59.42,경남 통영시,697,48220,13,,
